,N,Query,Annotation_date,Number,Individual_code,Individual,Birth_year,File_name,Original_link,Hyperlink,Context,Item,Realization_raw,Realization_type,Binary_response,Stressed,Gram_type,Case,pos
91,94,words_in_uju,1606,294944,пфп1928,пфп,1928.0,I20130625c2,,http://192.168.0.50/Pushkino/OUT/I20130625c2-1135496-1139143.wav,Дак сходишь дак быстро насобираешь #полную# корзину.,полную,uju,VjV,nondialectal,N,nonpronominal,acc,1137319.5
92,95,words_in_uju,1606,295072,пфп1928,пфп,1928.0,I20130625c2,,http://192.168.0.50/Pushkino/OUT/I20130625c2-1180528-1182591.wav,"Правду говорю #истинную# , правду.",истинную,uju,VjV,nondialectal,N,nonpronominal,acc,1181559.5
93,96,words_in_uju,1606,295265,пфп1928,пфп,1928.0,I20130625c2,,http://192.168.0.50/Pushkino/OUT/I20130625c2-1254465-1261207.wav,"Наш горох растёт, ак вот нарвёшь, нарвёшь, и в печь в #русскую# запихаешь на противнях.",русскую,uju,VjV,nondialectal,N,nonpronominal,acc,1257836.0
94,98,words_in_uju,1606,295309,пфп1928,пфп,1928.0,I20130625c2,,http://192.168.0.50/Pushkino/OUT/I20130625c2-1266012-1279459.wav,"Она сделается как мука мелкая, вот из этой голубики - то насбираешь, голубники - тои вот и кушаешь, вот я вот насбираю, дак целую там кастрюлю #какую# дак, и кушаем.",какую,uju,VjV,nondialectal,Y,pronominal,acc,1272735.5
95,100,words_in_uju,1606,413857,пфп1928,пфп,1928.0,20130626c-pfp-3,,http://192.168.0.50/Pushkino/OUT/20130626c-pfp-3-897164-900669.wav,"Я тебе #другую# дам, веник - то вон.",другую,uju,VjV,nondialectal,Y,pronominal,acc,898916.5
96,101,words_in_uju,1606,414153,пфп1928,пфп,1928.0,20130626c-pfp-3,,http://192.168.0.50/Pushkino/OUT/20130626c-pfp-3-1011411-1014779.wav," #Какую# = какую знаешь, какие где сказывали, бабушка.",Какую,uju,VjV,nondialectal,Y,pronominal,acc,1013095.0
97,102,words_in_uju,1606,414155,пфп1928,пфп,1928.0,20130626c-pfp-3,,http://192.168.0.50/Pushkino/OUT/20130626c-pfp-3-1011411-1014779.wav,"Какую = #какую# знаешь, какие где сказывали, бабушка.",какую,uju,VjV,nondialectal,Y,pronominal,acc,1013095.0
98,103,words_in_uju,1606,414806,пфп1928,пфп,1928.0,20130626c-pfp-3,,http://192.168.0.50/Pushkino/OUT/20130626c-pfp-3-1254938-1256428.wav,Всю #истинную# правду.,истинную,uju,VjV,nondialectal,N,nonpronominal,acc,1255683.0
99,104,words_in_uju,1606,468496,пфп1928,пфп,1928.0,20130704a-pfp,,http://192.168.0.50/Pushkino/OUT/20130704a-pfp-177170-182433.wav,"Притащил Володя бутылку #хорошую# от экую, <? > - то, дорогая - то, хорошая - то.",хорошую,uju,VjV,nondialectal,N,nonpronominal,acc,179801.5
100,105,words_in_uju,1606,468498,пфп1928,пфп,1928.0,20130704a-pfp,,http://192.168.0.50/Pushkino/OUT/20130704a-pfp-177170-182433.wav,"Притащил Володя бутылку хорошую от #экую# , <? > - то, дорогая - то, хорошая - то.",экую,uju,VjV,nondialectal,N,pronominal,acc,179801.5
101,106,words_in_uju,1606,468585,пфп1928,пфп,1928.0,20130704a-pfp,,http://192.168.0.50/Pushkino/OUT/20130704a-pfp-208532-211365.wav,Мы кровать эту #железную# уничтожили.,железную,uu,VV,dialectal,N,nonpronominal,acc,209948.5
102,107,words_in_uju,1606,473739,пфп1928,пфп,1928.0,20130704a-pfp,,http://192.168.0.50/Pushkino/OUT/20130704a-pfp-2091871-2093122.wav,В войну в #самую# .,самую,uju,VjV,nondialectal,N,pronominal,acc,2092496.5
103,108,words_in_uju,1606,484375,егп1928,егп,1928.0,N20130623e,,http://192.168.0.50/Pushkino/OUT/N20130623e-1652102-1654791.wav,"А чтоб про гулянку там, про любовь #какую# - то -",какую,uju,VjV,nondialectal,Y,pronominal,acc,1653446.5
104,109,words_in_uju,1606,485056,егп1928,егп,1928.0,N20130623e,,http://192.168.0.50/Pushkino/OUT/N20130623e-1955135-1960641.wav,"А на эту, на заготовку - то государству - то в #первую# очередь отдай.",первую,u,V,dialectal,N,nonpronominal,acc,1957888.0
105,110,words_in_uju,1606,485065,егп1928,егп,1928.0,N20130623e,,http://192.168.0.50/Pushkino/OUT/N20130623e-1961135-1962580.wav,Это - то уж в #первую# очередь.,первую,uju,VjV,nondialectal,N,nonpronominal,acc,1961857.5
106,111,words_in_uju,1606,486511,егп1928,егп,1928.0,N20130623e,,http://192.168.0.50/Pushkino/OUT/N20130623e-2691196-2697406.wav,Ну давай эту. Эта - то уж старинная песня то. Ну и #старинную# давай лучше.,старинную,uju,VjV,nondialectal,N,nonpronominal,acc,2694301.0
107,112,words_in_uju,1606,490602,егп1928,егп,1928.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-427767-435957.wav,"Шесть #которую# растеребишь, которая грязная, отбросишь, которая чистая дак щётки, чешешь щётками.",которую,uu,VV,dialectal,N,pronominal,acc,431862.0
108,113,words_in_uju,1606,490621,егп1928,егп,1928.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-435957-444497.wav,Да. Куделю #такую# наделаешь < пряжи > - то напрядёшь и вяжешь там чего.,такую,uju,VjV,nondialectal,Y,pronominal,acc,440227.0
109,114,words_in_uju,1606,491057,егп1928,егп,1928.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-599470-610789.wav,"Я помню, у нас отец привё = принёс овцу #большущую# , большая уж - мёртвую, с перехваченным горлом, дак что - сразу обснимал ( обсымал ) да и < в > мясо.",большущую,uju,VjV,nondialectal,N,nonpronominal,acc,605129.5
110,115,words_in_uju,1606,491062,егп1928,егп,1928.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-599470-610789.wav,"Я помню, у нас отец привё = принёс овцу большущую, большая уж - #мёртвую# , с перехваченным горлом, дак что - сразу обснимал ( обсымал ) да и < в > мясо.",мёртвую,uju,VjV,nondialectal,N,nonpronominal,acc,605129.5
111,116,words_in_uju,1606,492155,егп1928,егп,1928.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-1068702-1075169.wav,"Которые - то на шею какой - то ошейник там, #какую# - нибудь красную тряпку или какую, кто какую навяжет.",какую,uju,VjV,nondialectal,Y,pronominal,acc,1071935.5
112,117,words_in_uju,1606,492158,егп1928,егп,1928.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-1068702-1075169.wav,"Которые - то на шею какой - то ошейник там, какую - нибудь #красную# тряпку или какую, кто какую навяжет.",красную,uju,VjV,nondialectal,N,nonpronominal,acc,1071935.5
113,118,words_in_uju,1606,492161,егп1928,егп,1928.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-1068702-1075169.wav,"Которые - то на шею какой - то ошейник там, какую - нибудь красную тряпку или #какую# , кто какую навяжет.",какую,uju,VjV,nondialectal,Y,pronominal,acc,1071935.5
114,119,words_in_uju,1606,492164,егп1928,егп,1928.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-1068702-1075169.wav,"Которые - то на шею какой - то ошейник там, какую - нибудь красную тряпку или какую, кто #какую# навяжет.",какую,uju,VjV,nondialectal,Y,pronominal,acc,1071935.5
115,120,words_in_uju,1606,495865,егп1928,егп,1928.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-2689352-2700177.wav,"Ак, ну, девяти годов ещё за к = коня голова - то высокая, дак положишь на землю там чего - то, кроху #какую# или чего ли, чтобы он голову наклонил, < обороть > наложишь.",какую,uu,VV,dialectal,Y,pronominal,acc,2694764.5
116,121,words_in_uju,1606,497107,егп1928,егп,1928.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-3216039-3220545.wav,"Нам Галина #Красную# площадь показывала, на Красной площади были в Москве.",Красную,uju,VjV,nondialectal,N,nonpronominal,acc,3218292.0
117,122,words_in_uju,1606,497278,егп1928,егп,1928.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-3275891-3285332.wav,"А вот младшая - то дочь вышла замуж в #Кировскую# область, а тогда там не было автобусной этой дороги, дак летали на самолёте.",Кировскую,uju,VjV,nondialectal,N,nonpronominal,acc,3280611.5
118,123,words_in_uju,1606,497329,егп1928,егп,1928.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-3291935-3293780.wav,В #Кировскую# область.,Кировскую,uju,VjV,nondialectal,N,nonpronominal,acc,3292857.5
119,124,words_in_uju,1606,498210,егп1928,егп,1928.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-3666491-3674365.wav,"Всю жизнь на <? > никаких, а дед - бригадиром, пожалуй, больше = #большую# часть бригадиром он работал.",большую,uju,VjV,nondialectal,Y,nonpronominal,acc,3670428.0
120,125,words_in_uju,1606,499059,егп1928,егп,1928.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-3996239-4001389.wav,"Свалят опять на кого - нибудь, на #какую# женщину и посадят безвинного человека.",какую,uju,VjV,nondialectal,N,pronominal,acc,3998814.0
121,126,words_in_uju,1606,499209,егп1928,егп,1928.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-4066999-4074724.wav,"Дак #частную# - то собственность я бы, пожалуй, согласна, что частная собственность, дак эту частную - то собственность надо проверять.",частную,uju,VjV,nondialectal,N,nonpronominal,acc,4070861.5
122,127,words_in_uju,1606,499226,егп1928,егп,1928.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-4066999-4074724.wav,"Дак частную - то собственность я бы, пожалуй, согласна, что частная собственность, дак эту #частную# - то собственность надо проверять.",частную,u,V,dialectal,N,nonpronominal,acc,4070861.5
123,128,words_in_uju,1606,516101,лпп1928,лпп,1928.0,20130704c-lpp,,http://192.168.0.50/Pushkino/OUT/20130704c-lpp-388658-398689.wav," #Гнилую# картошки на поверхность собирают, клеверные шишки, гороховин толкли.",Гнилую,uju,VjV,nondialectal,Y,nonpronominal,acc,393673.5
124,129,words_in_uju,1606,518424,лпп1928,лпп,1928.0,20130704c-lpp,,http://192.168.0.50/Pushkino/OUT/20130704c-lpp-1825247-1830159.wav,"Мы в #Ивашевскую# ездили, < на едьму > ездили везде.",Ивашевскую,uju,VjV,nondialectal,N,nonpronominal,acc,1827703.0
125,130,words_in_uju,1606,522292,лпп1928,лпп,1928.0,20130704c-lpp,,http://192.168.0.50/Pushkino/OUT/20130704c-lpp-3840098-3854438.wav,"Бабушка бывало, свекровка, вырвет, почистит, помоет, накидает #полную# печь, закроет.",полную,uju,VjV,nondialectal,N,nonpronominal,acc,3847268.0
126,131,kotoru,1606,295328,пфп1928,пфп,1928.0,I20130625c2,,http://192.168.0.50/Pushkino/OUT/I20130625c2-1281767-1288065.wav,"С этим - то с мукой - то с гор = ээ, #котору# = на = насбирали голу =",котору,u,V,dialectal,N,pronominal,acc,1284916.0
127,132,words_in_uju,1606,499181,анп1929,анп,1929.0,20130705c-egp,,http://192.168.0.50/Pushkino/OUT/20130705c-egp-4054715-4058198.wav,Одно - что теперь отдали всё в #частную# собственность.,частную,uju,VjV,nondialectal,N,nonpronominal,acc,4056456.5
128,133,words_in_uju,1606,254902,авч1930,авч,1930.0,20130701b-avc-vpc,,http://192.168.0.50/Pushkino/OUT/20130701b-avc-vpc-1003340-1007011.wav,"Зерно отбирали, одежду #разную# .",разную,uju,VjV,nondialectal,N,nonpronominal,acc,1005175.5
129,134,words_in_uju,1606,254993,авч1930,авч,1930.0,20130701b-avc-vpc,,http://192.168.0.50/Pushkino/OUT/20130701b-avc-vpc-1047478-1050807.wav, #Советскую# - то власть устанавливали.,Советскую,uju,VjV,nondialectal,N,nonpronominal,acc,1049142.5
130,135,words_in_uju,1606,255816,впч1930,впч,1930.0,20130701b-avc-vpc,,http://192.168.0.50/Pushkino/OUT/20130701b-avc-vpc-1331096-1336705.wav,"поступил учеником в #сапожную# мастерскую, была тут, промартель "" Восход "" у нас в Бестужеве.",сапожную,u,V,dialectal,N,nonpronominal,acc,1333900.5
131,136,words_in_uju,1606,255817,впч1930,впч,1930.0,20130701b-avc-vpc,,http://192.168.0.50/Pushkino/OUT/20130701b-avc-vpc-1331096-1336705.wav,"поступил учеником в сапожную #мастерскую# , была тут, промартель "" Восход "" у нас в Бестужеве.",мастерскую,uju,VjV,nondialectal,Y,nonpronominal,acc,1333900.5
132,137,words_in_uju,1606,256086,авч1930,авч,1930.0,20130701b-avc-vpc,,http://192.168.0.50/Pushkino/OUT/20130701b-avc-vpc-1432498-1437265.wav,"Вот в = вот тут мы #самую# жизнь и все тут, в этом доме и живем.",самую,uju,VjV,nondialectal,N,pronominal,acc,1434881.5
133,138,words_in_uju,1606,257714,авч1930,авч,1930.0,20130701b-avc-vpc,,http://192.168.0.50/Pushkino/OUT/20130701b-avc-vpc-1998953-2001628.wav," #такую# калышку, вот...",такую,uju,VjV,nondialectal,Y,pronominal,acc,2000290.5
